offer_id;dealer_plz;dealer_city;dealer_street_house_nr;make;model;price_raw;gear_count_raw;battery_life_raw;frame_size_raw;wheel_size_raw;is_ebike;description_raw
62499431;8434;Zug;Kellerstrasse 134;Focus;Jam² 6.8;CHF 3310.-;11 Gänge;108 km;57 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
73708799;1880;Winterthur;Sonnenbergstrasse 138;Specialized;Turbo Vado 5.0;CHF 2870.-;12 Gänge;124 km;49 cm;28 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
11347456;6111;Luzern;Steinenvorstadt 75;Scott;Scale 940;CHF 1220.-;11 Gänge;;57 cm;27.5 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
38673828;6683;Zug;Zieglerstrasse 59;Giant;Explore E+ 2;CHF 2720.-;10 Gänge;149 km;54 cm;27.5 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
10604091;4215;Winterthur;Weberstrasse 92;Cannondale;Synapse Carbon 3;CHF 1560.-;11 Gänge;;53 cm;29 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
33548833;5186;Aarau;Kellerstrasse 133;Cannondale;Synapse Carbon 3;CHF 600.-;9 Gänge;;55 cm;27.5 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
33607329;6270;Winterthur;Zieglerstrasse 56;Orbea;Gain D30;CHF 3860.-;22 Gänge;92 km;51 cm;28 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
54634147;8030;Zürich;Zieglerstrasse 46;Bulls;E-Stream EVO AM 4;CHF 4760.-;22 Gänge;150 km;56 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
33520138;1979;Basel;Kellerstrasse 93;Bulls;E-Stream EVO AM 4;CHF 3590.-;12 Gänge;117 km;54 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
88154397;7903;Winterthur;Steinenvorstadt 58;Focus;Jam² 6.8;CHF 3810.-;12 Gänge;93 km;50 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
13322750;4796;Luzern;Steinenvorstadt 8;Orbea;Gain D30;CHF 2520.-;9 Gänge;111 km;53 cm;28 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
13999732;3116;Chur;Kellerstrasse 35;Cube;Kathmandu Hybrid Pro;CHF 3900.-;22 Gänge;150 km;57 cm;28 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
87206944;3436;Aarau;Steinenvorstadt 43;Scott;Scale 940;CHF 1660.-;9 Gänge;;58 cm;28 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
45725671;3850;Bern;Weberstrasse 134;Trek;Domane SL 6;CHF 1740.-;10 Gänge;;47 cm;29 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
24339702;6619;Baar;Zieglerstrasse 116;Trek;Domane SL 6;CHF 2640.-;22 Gänge;;55 cm;27.5 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
61141007;3016;Chur;Steinenvorstadt 149;Haibike;Trekking 7;CHF 3910.-;9 Gänge;144 km;56 cm;28 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
59388135;2874;Chur;Zieglerstrasse 57;Specialized;Turbo Vado 5.0;CHF 3230.-;11 Gänge;147 km;48 cm;29 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
40627959;2801;Basel;Kellerstrasse 30;Scott;Scale 940;CHF 2190.-;11 Gänge;;59 cm;28 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
48544450;5634;Aarau;Weberstrasse 35;Haibike;Trekking 7;CHF 2730.-;10 Gänge;98 km;54 cm;29 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
63284331;9957;Zug;Zieglerstrasse 3;Orbea;Gain D30;CHF 3300.-;22 Gänge;142 km;54 cm;28 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
31217897;7259;St. Gallen;Kellerstrasse 17;Specialized;Turbo Vado 5.0;CHF 2950.-;12 Gänge;84 km;60 cm;28 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
70894012;6677;Basel;Weberstrasse 138;Focus;Jam² 6.8;CHF 3690.-;9 Gänge;112 km;58 cm;28 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
59415285;8857;Winterthur;Sonnenbergstrasse 11;Haibike;Trekking 7;CHF 4740.-;22 Gänge;116 km;51 cm;29 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
73908779;4012;Chur;Weberstrasse 95;Haibike;Trekking 7;CHF 3570.-;22 Gänge;96 km;53 cm;27.5 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
87308253;6868;Winterthur;Kellerstrasse 45;Giant;Explore E+ 2;CHF 3120.-;10 Gänge;144 km;49 cm;29 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
53741092;6313;Zug;Kellerstrasse 93;Specialized;Turbo Vado 5.0;CHF 2050.-;10 Gänge;129 km;51 cm;28 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
69809441;6452;Basel;Steinenvorstadt 24;Specialized;Turbo Vado 5.0;CHF 4020.-;22 Gänge;126 km;51 cm;29 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
89160944;5806;Bern;Kellerstrasse 17;Orbea;Gain D30;CHF 3850.-;11 Gänge;127 km;47 cm;28 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
51141661;8534;Chur;Weberstrasse 41;Specialized;Turbo Vado 5.0;CHF 3580.-;22 Gänge;159 km;51 cm;27.5 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
37695445;4660;Aarau;Sonnenbergstrasse 42;Trek;Domane SL 6;CHF 1260.-;11 Gänge;;46 cm;29 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
56131908;5579;Baar;Steinenvorstadt 38;Specialized;Turbo Vado 5.0;CHF 2880.-;9 Gänge;109 km;60 cm;29 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
17498749;7086;Zug;Steinenvorstadt 106;Giant;Explore E+ 2;CHF 3010.-;10 Gänge;136 km;50 cm;28 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
57102715;9401;St. Gallen;Steinenvorstadt 112;Haibike;Trekking 7;CHF 2330.-;11 Gänge;96 km;55 cm;29 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
59281489;2541;Bern;Sonnenbergstrasse 66;Cannondale;Synapse Carbon 3;CHF 1430.-;11 Gänge;;60 cm;29 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
93176153;1671;Basel;Steinenvorstadt 24;Cannondale;Synapse Carbon 3;CHF 1900.-;9 Gänge;;54 cm;29 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
88094927;6269;Zug;Zieglerstrasse 52;Giant;Explore E+ 2;CHF 3460.-;22 Gänge;93 km;48 cm;28 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
12781242;8038;Luzern;Zieglerstrasse 49;Specialized;Turbo Vado 5.0;CHF 3000.-;9 Gänge;142 km;50 cm;27.5 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
91458237;2344;Basel;Sonnenbergstrasse 80;Trek;Domane SL 6;CHF 1420.-;12 Gänge;;49 cm;29 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
24510649;9736;Aarau;Zieglerstrasse 25;Giant;Explore E+ 2;CHF 2960.-;9 Gänge;139 km;52 cm;28 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
92858375;3614;Chur;Sonnenbergstrasse 66;Orbea;Gain D30;CHF 2860.-;11 Gänge;114 km;48 cm;29 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
89492554;1459;Aarau;Sonnenbergstrasse 117;Haibike;Trekking 7;CHF 2790.-;10 Gänge;98 km;49 cm;29 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
52531593;2389;Zürich;Weberstrasse 68;Specialized;Turbo Vado 5.0;CHF 3060.-;12 Gänge;138 km;58 cm;29 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
25021138;1628;Winterthur;Sonnenbergstrasse 137;Giant;Explore E+ 2;CHF 2670.-;11 Gänge;118 km;57 cm;27.5 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
23687670;6889;Aarau;Kellerstrasse 66;Specialized;Turbo Vado 5.0;CHF 2590.-;11 Gänge;156 km;60 cm;28 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
71530937;6841;Winterthur;Kellerstrasse 3;Cube;Kathmandu Hybrid Pro;CHF 2580.-;10 Gänge;137 km;49 cm;27.5 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
12155903;7077;Chur;Kellerstrasse 11;Cannondale;Synapse Carbon 3;CHF 2010.-;22 Gänge;;50 cm;28 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
42827172;9657;Bern;Steinenvorstadt 101;Orbea;Gain D30;CHF 2880.-;9 Gänge;148 km;54 cm;28 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
58690665;2159;Winterthur;Weberstrasse 92;Haibike;Trekking 7;CHF 3540.-;11 Gänge;154 km;56 cm;28 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
89984641;4029;Aarau;Steinenvorstadt 150;Specialized;Turbo Vado 5.0;CHF 3240.-;12 Gänge;92 km;55 cm;28 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
38598474;7128;Zug;Sonnenbergstrasse 142;Giant;Explore E+ 2;CHF 2300.-;12 Gänge;82 km;49 cm;28 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
11440485;5720;Aarau;Steinenvorstadt 7;Bulls;E-Stream EVO AM 4;CHF 3270.-;9 Gänge;94 km;55 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
92412820;2738;Chur;Sonnenbergstrasse 143;Specialized;Turbo Vado 5.0;CHF 2770.-;9 Gänge;152 km;55 cm;28 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
58664423;4731;Zug;Steinenvorstadt 115;Bulls;E-Stream EVO AM 4;CHF 3340.-;11 Gänge;130 km;51 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
93203112;1383;Zug;Sonnenbergstrasse 101;Haibike;Trekking 7;CHF 4140.-;12 Gänge;95 km;57 cm;27.5 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
55928814;7795;Winterthur;Steinenvorstadt 110;Cube;Kathmandu Hybrid Pro;CHF 2690.-;10 Gänge;102 km;59 cm;27.5 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
57762762;3420;Baar;Weberstrasse 101;Focus;Jam² 6.8;CHF 2980.-;9 Gänge;126 km;52 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
86936770;9951;Aarau;Steinenvorstadt 93;Cube;Kathmandu Hybrid Pro;CHF 4550.-;22 Gänge;112 km;55 cm;28 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
12227248;8545;St. Gallen;Zieglerstrasse 4;Focus;Jam² 6.8;CHF 3060.-;9 Gänge;98 km;49 cm;28 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
56743145;4959;Aarau;Weberstrasse 51;Cube;Kathmandu Hybrid Pro;CHF 4000.-;22 Gänge;124 km;46 cm;28 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
12318168;4649;St. Gallen;Steinenvorstadt 87;Haibike;Trekking 7;CHF 2730.-;10 Gänge;127 km;54 cm;28 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
47243284;8098;Chur;Sonnenbergstrasse 6;Orbea;Gain D30;CHF 3370.-;12 Gänge;105 km;50 cm;28 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
67170315;5542;Luzern;Kellerstrasse 34;Scott;Scale 940;CHF 2160.-;10 Gänge;;49 cm;28 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
21596058;9337;Luzern;Steinenvorstadt 11;Bulls;E-Stream EVO AM 4;CHF 4870.-;22 Gänge;119 km;57 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
34570452;1843;St. Gallen;Weberstrasse 120;Cannondale;Synapse Carbon 3;CHF 2800.-;9 Gänge;;59 cm;28 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
20835336;3883;Aarau;Weberstrasse 53;Cube;Kathmandu Hybrid Pro;CHF 3550.-;11 Gänge;121 km;49 cm;27.5 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
81109202;9206;Zürich;Zieglerstrasse 29;Orbea;Gain D30;CHF 2390.-;12 Gänge;150 km;49 cm;28 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
32629483;5863;Aarau;Kellerstrasse 6;Specialized;Turbo Vado 5.0;CHF 3450.-;22 Gänge;128 km;54 cm;27.5 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
46520287;6719;Zürich;Zieglerstrasse 123;Specialized;Turbo Vado 5.0;CHF 3280.-;9 Gänge;114 km;60 cm;29 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
17520068;9022;Bern;Zieglerstrasse 82;Trek;Domane SL 6;CHF 1290.-;10 Gänge;;46 cm;28 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
91230739;9723;Baar;Kellerstrasse 21;Haibike;Trekking 7;CHF 3300.-;11 Gänge;115 km;55 cm;27.5 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
47831147;5326;Zug;Weberstrasse 87;Cube;Kathmandu Hybrid Pro;CHF 3590.-;11 Gänge;117 km;59 cm;28 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
77259021;3858;St. Gallen;Zieglerstrasse 4;Cube;Kathmandu Hybrid Pro;CHF 4070.-;22 Gänge;129 km;55 cm;29 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
49137857;2702;Chur;Steinenvorstadt 64;Bulls;E-Stream EVO AM 4;CHF 2970.-;12 Gänge;154 km;56 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
33163266;6690;Zürich;Sonnenbergstrasse 29;Orbea;Gain D30;CHF 2770.-;12 Gänge;125 km;49 cm;27.5 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
23772608;6121;Chur;Weberstrasse 78;Cube;Kathmandu Hybrid Pro;CHF 3180.-;10 Gänge;132 km;58 cm;28 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
76978813;2613;Bern;Sonnenbergstrasse 55;Specialized;Turbo Vado 5.0;CHF 3030.-;12 Gänge;101 km;60 cm;27.5 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
40507314;9375;Bern;Zieglerstrasse 106;Trek;Domane SL 6;CHF 1710.-;10 Gänge;;60 cm;28 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
36115046;9796;Bern;Zieglerstrasse 37;Giant;Explore E+ 2;CHF 3440.-;9 Gänge;151 km;55 cm;28 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
12772562;4503;Basel;Kellerstrasse 51;Scott;Scale 940;CHF 1220.-;9 Gänge;;56 cm;28 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
72335368;3008;Luzern;Sonnenbergstrasse 44;Orbea;Gain D30;CHF 2830.-;12 Gänge;97 km;46 cm;28 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
93914719;5125;St. Gallen;Weberstrasse 20;Scott;Scale 940;CHF 990.-;12 Gänge;;54 cm;27.5 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
47169008;5145;St. Gallen;Weberstrasse 117;Cannondale;Synapse Carbon 3;CHF 1370.-;10 Gänge;;55 cm;28 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
15243880;8852;Winterthur;Sonnenbergstrasse 42;Haibike;Trekking 7;CHF 2530.-;9 Gänge;110 km;60 cm;28 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
65506446;5567;Bern;Kellerstrasse 133;Specialized;Turbo Vado 5.0;CHF 3280.-;11 Gänge;90 km;58 cm;27.5 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
96010896;7107;Zug;Kellerstrasse 36;Orbea;Gain D30;CHF 2450.-;11 Gänge;98 km;47 cm;28 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
57019695;7110;Aarau;Sonnenbergstrasse 14;Scott;Scale 940;CHF 1680.-;9 Gänge;;52 cm;27.5 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
38204671;7432;Luzern;Sonnenbergstrasse 44;Focus;Jam² 6.8;CHF 2670.-;12 Gänge;122 km;60 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
87739841;4741;Basel;Weberstrasse 126;Specialized;Turbo Vado 5.0;CHF 3160.-;12 Gänge;91 km;58 cm;28 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
43553145;2248;St. Gallen;Weberstrasse 90;Scott;Scale 940;CHF 2340.-;22 Gänge;;54 cm;27.5 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
82125970;6075;Zug;Steinenvorstadt 87;Specialized;Turbo Vado 5.0;CHF 3020.-;12 Gänge;154 km;58 cm;29 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
51970923;1994;Chur;Sonnenbergstrasse 25;Focus;Jam² 6.8;CHF 2720.-;10 Gänge;120 km;58 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
74953311;8689;Zürich;Steinenvorstadt 149;Scott;Scale 940;CHF 2010.-;22 Gänge;;48 cm;27.5 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
24390556;4681;Zürich;Sonnenbergstrasse 50;Scott;Scale 940;CHF 1260.-;12 Gänge;;53 cm;28 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
13384004;3872;Luzern;Weberstrasse 132;Cannondale;Synapse Carbon 3;CHF 1240.-;11 Gänge;;56 cm;28 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
18247094;6585;Basel;Weberstrasse 60;Giant;Explore E+ 2;CHF 2850.-;10 Gänge;80 km;59 cm;27.5 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
23804440;9979;Winterthur;Weberstrasse 87;Trek;Domane SL 6;CHF 1720.-;10 Gänge;;52 cm;27.5 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
99491506;5134;Chur;Sonnenbergstrasse 47;Cube;Kathmandu Hybrid Pro;CHF 3320.-;11 Gänge;131 km;53 cm;29 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
56127087;6769;Chur;Steinenvorstadt 10;Cube;Kathmandu Hybrid Pro;CHF 3190.-;11 Gänge;114 km;51 cm;27.5 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
65844735;7931;Baar;Sonnenbergstrasse 128;Giant;Explore E+ 2;CHF 3240.-;12 Gänge;140 km;50 cm;27.5 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
53686240;3066;Zug;Zieglerstrasse 80;Trek;Domane SL 6;CHF 850.-;12 Gänge;;54 cm;27.5 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
21506124;6194;Winterthur;Kellerstrasse 6;Focus;Jam² 6.8;CHF 3700.-;11 Gänge;84 km;56 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
16629876;3115;Baar;Weberstrasse 110;Trek;Domane SL 6;CHF 730.-;11 Gänge;;50 cm;29 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
99269557;9195;St. Gallen;Weberstrasse 37;Cannondale;Synapse Carbon 3;CHF 2120.-;9 Gänge;;50 cm;28 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
70050305;4302;Zürich;Sonnenbergstrasse 141;Cube;Kathmandu Hybrid Pro;CHF 3520.-;10 Gänge;121 km;47 cm;29 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
83172379;3186;Chur;Sonnenbergstrasse 63;Cube;Kathmandu Hybrid Pro;CHF 2980.-;11 Gänge;153 km;49 cm;29 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
50683337;5823;St. Gallen;Kellerstrasse 44;Trek;Domane SL 6;CHF 1860.-;12 Gänge;;55 cm;28 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
49070891;1689;Winterthur;Steinenvorstadt 73;Focus;Jam² 6.8;CHF 4220.-;12 Gänge;126 km;53 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
68536894;5340;Bern;Sonnenbergstrasse 29;Trek;Domane SL 6;CHF 1900.-;12 Gänge;;49 cm;27.5 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
84905595;6354;Zug;Weberstrasse 60;Focus;Jam² 6.8;CHF 3560.-;9 Gänge;105 km;60 cm;28 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
20741348;7610;Aarau;Weberstrasse 145;Cube;Kathmandu Hybrid Pro;CHF 2640.-;12 Gänge;127 km;51 cm;29 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
58852163;3038;Luzern;Zieglerstrasse 13;Cube;Kathmandu Hybrid Pro;CHF 2950.-;9 Gänge;139 km;60 cm;27.5 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
76373675;2865;St. Gallen;Kellerstrasse 9;Orbea;Gain D30;CHF 3310.-;11 Gänge;133 km;54 cm;28 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
33709859;2888;Winterthur;Zieglerstrasse 70;Orbea;Gain D30;CHF 3410.-;9 Gänge;157 km;59 cm;27.5 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
61836820;3958;Chur;Kellerstrasse 71;Focus;Jam² 6.8;CHF 4260.-;22 Gänge;135 km;47 cm;28 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
93437197;3566;Luzern;Steinenvorstadt 118;Specialized;Turbo Vado 5.0;CHF 3460.-;22 Gänge;153 km;49 cm;27.5 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
31445279;8183;Zug;Zieglerstrasse 122;Haibike;Trekking 7;CHF 2810.-;11 Gänge;134 km;49 cm;28 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
94935412;3962;Winterthur;Zieglerstrasse 6;Focus;Jam² 6.8;CHF 4150.-;22 Gänge;98 km;58 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
21168626;2270;Chur;Sonnenbergstrasse 98;Focus;Jam² 6.8;CHF 2440.-;9 Gänge;95 km;52 cm;28 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
22857999;1529;Chur;Sonnenbergstrasse 124;Bulls;E-Stream EVO AM 4;CHF 2970.-;9 Gänge;95 km;52 cm;28 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
37219196;5165;Chur;Sonnenbergstrasse 149;Cannondale;Synapse Carbon 3;CHF 1570.-;10 Gänge;;47 cm;27.5 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
52707156;6773;Baar;Zieglerstrasse 133;Cube;Kathmandu Hybrid Pro;CHF 2770.-;9 Gänge;158 km;54 cm;27.5 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
46228130;2591;Basel;Weberstrasse 33;Focus;Jam² 6.8;CHF 3120.-;11 Gänge;113 km;53 cm;28 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
76933645;1118;St. Gallen;Steinenvorstadt 131;Specialized;Turbo Vado 5.0;CHF 4400.-;22 Gänge;91 km;48 cm;29 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
57831371;4749;Luzern;Steinenvorstadt 137;Specialized;Turbo Vado 5.0;CHF 3510.-;11 Gänge;156 km;52 cm;27.5 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
21270188;4035;St. Gallen;Kellerstrasse 63;Orbea;Gain D30;CHF 2380.-;9 Gänge;108 km;56 cm;29 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
75132682;7993;Zug;Weberstrasse 79;Orbea;Gain D30;CHF 3720.-;22 Gänge;90 km;60 cm;27.5 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
74877780;7040;Aarau;Weberstrasse 52;Specialized;Turbo Vado 5.0;CHF 3540.-;9 Gänge;123 km;52 cm;27.5 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
10179200;9739;Basel;Sonnenbergstrasse 129;Haibike;Trekking 7;CHF 3770.-;22 Gänge;156 km;48 cm;29 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
85294588;6714;Aarau;Kellerstrasse 135;Giant;Explore E+ 2;CHF 4020.-;12 Gänge;160 km;54 cm;29 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
